File name,221.100
Result analysis file name,221_bl.raf
Subject,221
Gender,
Age
Memo
Free comment 1,SubjectID,221
Free comment 2,Date,01/02/1970
Free comment 3
Free comment 4
Free comment 5
Free comment 6
Free comment 7
Free comment 8
Free comment 9
Free comment 10

1_EEG,,,uV^2,uV^2,uV^2,uV^2,uV^2,,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,
EpochNo,Stage,Time,Delta,Theta,Alpha,Beta,Gamma,,0.000000Hz,0.488281Hz,0.976563Hz,1.464844Hz,1.953125Hz,2.441406Hz,2.929688Hz,3.417969Hz,3.906250Hz,4.394531Hz,4.882813Hz,5.371094Hz,5.859375Hz,6.347656Hz,6.835938Hz,7.324219Hz,7.812500Hz,8.300781Hz,8.789063Hz,9.277344Hz,9.765625Hz,10.253906Hz,10.742188Hz,11.230469Hz,11.718750Hz,12.207031Hz,12.695313Hz,13.183594Hz,13.671875Hz,14.160156Hz,14.648438Hz,15.136719Hz,15.625000Hz,16.113281Hz,16.601563Hz,17.089844Hz,17.578125Hz,18.066406Hz,18.554688Hz,19.042969Hz,19.531250Hz,
7898,W,4/21/2017 03:46:32,1472.135757,631.525829,114.428875,197.443337,126.116497,,5.791068,29.122360,51.003338,60.836082,89.172943,130.037903,51.836918,173.073669,73.298637,311.641022,502.112885,297.948761,59.208431,42.282345,50.975967,17.209896,55.112061,48.155708,60.632660,42.093086,23.416529,24.801491,8.086337,8.811315,7.220118,12.147007,24.281418,16.285183,11.713125,15.562641,4.638492,5.381976,4.659358,9.226987,13.463541,6.410393,20.911884,6.617711,15.522810,21.640427,8.980384,
7899,W,4/21/2017 03:46:36,1113.363528,995.149647,218.974257,126.630869,102.722267,,1.697112,14.436967,64.678162,31.331097,4.438911,28.313782,26.967649,90.100525,247.137512,269.550995,336.407928,435.179504,87.938629,140.526733,101.433800,91.563622,92.479713,21.720684,24.306961,17.365763,51.576691,64.938171,51.502716,4.701867,28.889050,19.800993,12.549742,8.394621,1.894621,3.311571,9.439993,13.059922,18.918482,10.123976,4.499460,5.682334,5.535356,6.253511,1.486487,4.338966,1.340835,
7900,W,4/21/2017 03:46:40,2151.707844,1042.967758,213.068439,184.839811,89.027843,,7.935747,2.439790,5.039756,57.671650,115.961517,105.787148,336.606049,278.692749,241.513947,299.941040,708.054199,495.401733,175.098846,122.952118,54.407013,33.665768,18.117519,58.435799,84.888962,32.749271,51.402107,49.685349,25.668140,14.921340,38.642231,28.433819,19.718483,10.380480,14.641984,7.846924,9.480309,11.774564,2.002740,8.812284,11.054431,7.795379,15.804205,20.802444,4.160758,4.931256,7.199753,
7901,W,4/21/2017 03:46:44,1475.322945,591.077440,122.597261,263.963633,115.955177,,11.733042,82.052795,211.472092,84.317947,78.096527,46.161514,37.633183,42.876667,135.671234,357.980896,399.060089,187.721405,100.087662,126.389412,59.243553,45.472950,50.684513,11.400159,10.077786,9.710176,3.494817,9.350424,21.191925,37.599991,41.249928,23.580725,16.410654,11.986996,32.570156,25.645128,9.905918,11.356344,17.558897,13.859154,12.291090,19.031679,6.297583,3.586488,15.085018,31.149643,13.648159,
7902,W,4/21/2017 03:46:48,1397.271021,827.197331,100.343263,290.782835,89.225438,,3.255127,17.986057,25.442568,68.115158,116.051056,117.140640,79.519791,574.472107,264.192413,14.757961,119.593269,280.315918,204.980774,71.091911,127.700752,97.891930,10.379502,23.057837,11.778708,3.818199,9.523552,25.266762,44.173695,9.082273,8.478782,30.820797,33.273998,41.852882,47.650700,25.433760,7.157427,5.204124,16.510447,26.582188,8.062874,4.858848,6.635144,3.829133,8.033082,11.495449,13.381983,
7903,W,4/21/2017 03:46:52,2077.908924,410.862554,61.707241,205.096517,90.090666,,2.441563,59.723896,108.871475,45.672871,40.431858,212.561508,92.798698,228.503006,464.404999,508.970093,315.970520,142.616653,89.024261,31.016434,30.870193,56.838097,24.536455,13.417682,22.542778,8.295359,6.838444,10.439982,9.287870,5.340466,21.505119,29.663242,3.395978,5.302627,2.304951,8.658913,13.152208,22.988415,32.519123,27.289698,27.375576,8.155785,7.642397,3.162212,5.763601,2.498632,5.223160,
7904,W,4/21/2017 03:46:56,1437.583340,902.328180,219.989206,128.274601,145.628146,,24.801582,70.760536,10.848827,263.025879,307.942932,107.540138,241.007965,226.505264,62.162064,84.575058,63.214676,164.482208,324.917664,189.589233,75.451736,51.991791,40.971390,32.700096,22.224062,22.391806,31.363522,39.040718,47.331093,51.156712,28.705357,2.515769,7.960158,12.527546,12.972776,6.440397,9.046573,19.292742,6.098008,3.312376,13.722595,11.821904,3.331778,1.902012,6.913212,3.584253,6.832501,
7905,W,4/21/2017 03:47:00,1541.084993,840.407642,100.716670,197.863786,111.837237,,1.613039,50.770943,121.382996,91.467140,38.871727,46.327858,9.492144,141.077591,191.965698,231.360733,618.368164,602.680298,103.744598,7.400394,18.937469,37.427021,13.737747,34.123188,22.356926,7.316616,7.469969,21.736553,42.352512,9.680992,12.160028,16.395685,1.357580,0.516702,2.901321,20.735498,32.896614,34.427895,5.512311,9.285848,7.607901,0.767557,14.454063,16.095758,6.067957,20.369457,8.471638,
7906,W,4/21/2017 03:47:04,1405.853777,888.548824,110.010274,140.164423,115.949800,,5.825850,16.472597,95.597382,286.289886,118.609581,74.606483,139.993942,113.064819,137.506409,241.723389,181.989288,328.533203,346.549408,96.403351,10.569024,56.543583,20.489096,4.366328,25.094831,9.704674,18.939770,27.961704,21.120049,14.599765,17.684313,14.521965,7.315039,3.182458,8.508633,6.413648,14.767527,13.017907,1.983342,13.555442,7.266565,1.940759,10.920663,14.763869,13.684091,4.831658,3.490859,
7907,W,4/21/2017 03:47:08,886.848488,763.943752,159.895491,128.941785,86.337229,,13.636817,18.653322,35.280266,46.085030,10.160488,8.378603,33.566437,48.675514,162.881302,301.965790,221.201736,126.828384,138.598465,181.472351,63.385620,67.491493,109.483299,48.194756,28.489384,55.615242,24.980888,14.391584,20.001095,22.425457,22.481224,21.865253,18.616171,3.585635,1.307323,1.464101,3.231215,11.134981,9.450387,17.756063,11.262561,3.539786,5.312263,5.826032,7.281200,4.251017,3.057796,
7908,W,4/21/2017 03:47:12,1095.549997,706.660952,144.214238,173.556041,126.435160,,20.253792,41.503975,17.951891,204.951859,355.353882,106.083824,29.620529,83.197769,99.914764,102.666664,54.304840,241.514679,164.875702,11.305311,64.562508,71.332214,67.832329,45.144020,40.094189,46.371624,27.731741,8.315560,20.367714,33.574493,7.853105,4.131952,9.506630,16.910177,28.302078,16.205006,7.919232,3.845389,15.881973,16.694397,9.635049,3.524417,2.836336,10.952917,10.771372,6.409653,10.029464,
7909,W,4/21/2017 03:47:16,1101.689468,862.135176,150.044838,176.163237,113.892410,,10.666870,45.552746,38.314610,49.287525,53.730316,79.929810,57.163090,74.735710,136.409012,283.563965,283.002686,229.947968,263.691742,86.158295,47.397598,56.473511,99.776443,63.937084,14.752535,34.385147,25.908352,23.315891,35.128857,14.140059,17.166533,18.203188,12.070793,13.030649,13.390023,5.762698,10.808002,21.463610,21.007191,19.896105,13.140315,4.657880,2.143034,3.112010,7.636705,7.976703,1.864331,
7910,W,4/21/2017 03:47:20,1295.610657,579.753096,179.461729,168.146152,133.342663,,2.772937,27.265383,52.527344,2.606192,133.678452,235.908707,176.296265,118.531784,316.101532,177.084198,55.610802,85.326859,237.287369,135.715378,45.442509,4.038146,4.700446,25.248581,41.993809,59.037254,54.107491,12.350049,7.916175,28.659863,17.390898,8.262718,5.650907,21.530462,28.608150,8.986361,10.077753,3.807775,7.256853,7.534385,16.403357,12.660557,16.481302,14.519357,4.082372,2.150254,0.133590,
7911,W,4/21/2017 03:47:24,1202.059235,717.910158,153.205884,229.101967,124.520263,,3.369412,5.838253,42.895721,87.709038,46.995991,197.406189,202.778076,60.432076,176.184845,220.755554,161.063492,71.686874,97.656364,296.445831,102.198563,97.704292,21.427658,23.022947,7.767627,10.548155,37.342812,43.016727,4.839623,18.622446,38.836121,26.637894,43.078392,45.753967,14.224691,5.615222,14.534635,5.967056,6.162539,1.439298,3.155680,7.319839,15.698826,15.341594,12.454145,8.955881,2.762309,
7912,W,4/21/2017 03:47:28,1041.606953,894.853544,166.813971,230.853677,153.256469,,4.266672,10.605453,4.003538,38.262630,192.752045,187.716400,31.484804,119.546188,229.547745,73.037331,154.650818,313.079590,95.759308,32.258804,109.100761,130.200104,163.587265,42.471054,8.396658,15.993670,26.352673,38.264721,4.147255,23.624424,58.431229,30.790440,43.687374,18.538120,9.125239,6.870038,7.774709,15.790304,12.203932,13.843833,24.585896,22.017447,4.251548,2.500883,0.651467,6.177465,12.044983,
7913,W,4/21/2017 03:47:32,1154.995146,454.385540,142.031181,124.959702,103.402278,,1.073637,23.068792,40.746986,64.591408,75.776924,78.798187,281.759125,123.732101,121.796173,170.810287,173.915161,18.860800,84.134758,73.682335,61.342117,137.147720,46.198132,16.370560,16.649118,8.222706,22.723713,28.953306,29.096437,14.689476,38.345543,22.247824,6.699525,3.391919,4.423312,16.227055,16.956930,2.081145,5.485430,10.825034,10.897534,2.243860,2.219435,6.092022,3.282047,7.148616,4.738016,
7914,W,4/21/2017 03:47:36,948.214673,857.857361,88.298499,132.228123,201.726207,,4.747453,23.825251,48.106239,70.781563,10.040935,109.521866,133.083725,188.351898,259.818970,57.419445,47.264782,56.068863,132.973679,257.610229,79.808075,80.684616,152.790253,68.280853,29.640793,6.201904,32.082146,23.606556,8.086235,9.429676,8.891982,18.584898,10.895128,6.556243,3.119860,18.395264,3.458366,2.630044,4.088509,3.334149,1.771740,3.992308,13.215349,4.492377,9.838473,15.882562,11.972853,
7915,W,4/21/2017 03:47:40,1160.253275,847.087872,158.016217,155.440328,146.023537,,9.516049,37.889740,80.171661,271.988800,356.084839,114.543640,29.350765,129.804169,85.229874,35.309368,19.880419,83.274536,157.289917,157.382172,178.901840,156.041229,42.791283,45.486725,25.920170,40.205547,15.870351,16.033461,25.569555,36.596451,23.740852,12.179076,7.529747,16.857321,16.336666,13.828701,11.324599,6.316203,5.010333,11.578010,23.705778,6.746430,2.495217,3.043114,9.660974,7.891712,0.936447,
7916,W,4/21/2017 03:47:44,1313.931305,674.080181,169.266477,154.784292,133.067431,,23.790249,181.775330,249.891541,176.081497,126.637123,97.899658,91.015244,40.017883,69.224693,134.776260,146.612076,139.836838,99.610794,128.487976,93.846176,49.007591,44.197872,48.723015,70.369919,38.166912,32.924076,49.396534,28.027418,12.417708,8.333828,21.112074,37.267162,20.373604,21.143173,6.571197,2.878506,1.336655,2.728394,1.543499,3.380141,15.329939,4.706636,5.356298,3.991710,1.598862,5.466442,
7917,W,4/21/2017 03:47:48,1578.583420,910.562328,38.783735,251.702303,164.981641,,0.644814,36.406609,309.470276,410.941650,106.269493,101.337097,76.690559,69.919876,23.622337,200.477921,243.447601,251.707520,257.447998,127.083817,96.350647,100.598030,32.496109,29.977133,14.901075,12.857302,3.851302,1.874203,5.377633,5.741603,9.081693,5.410659,4.678578,16.620132,11.954590,50.549976,29.829363,22.085619,19.835291,1.377853,9.941270,15.214973,27.177948,11.242697,2.044037,6.332131,17.407185,
7918,W,4/21/2017 03:47:52,1306.225920,517.824049,92.707479,146.628273,100.273016,,1.235720,19.851154,55.625141,122.718506,27.283159,75.224304,65.003212,478.750061,355.794281,20.755619,85.220482,89.748932,200.021820,161.587952,16.937037,16.340906,15.805435,3.928729,13.453238,10.845055,26.861816,21.327217,9.711336,12.493974,11.468081,9.454253,25.066435,15.145535,37.406326,11.943135,4.405932,11.953261,0.101888,8.046518,3.459742,4.042065,4.074220,2.617182,1.712988,1.453884,5.744909,
7919,W,4/21/2017 03:47:56,1801.769866,406.572246,202.664735,204.944852,119.804944,,1.424027,12.758491,55.880264,111.776711,59.822975,77.438530,259.164185,143.363373,283.478302,473.700012,324.387024,57.405148,54.774521,41.451824,106.822968,82.967995,47.162285,6.920691,9.066815,9.371479,11.301511,31.304953,20.473372,60.379665,69.833755,13.896606,19.269747,8.645685,8.482468,10.908355,12.276396,9.736225,24.679138,10.561531,14.374152,25.898714,5.388931,0.577071,1.889395,14.002069,24.358370,
7920,W,4/21/2017 03:48:00,2885.388359,574.239672,139.573710,463.036434,96.875423,,10.833425,64.211922,100.089867,117.786263,147.202576,614.907837,905.474060,419.860626,162.435455,138.779892,214.639862,47.825340,128.152618,177.592270,52.926704,43.704689,93.307861,10.853567,19.876621,19.112490,15.171386,10.722151,47.548546,25.982380,21.036758,27.169226,39.404507,48.223076,45.220448,81.284607,71.621902,33.774803,31.970016,19.656582,6.196922,11.229752,6.962759,4.838749,8.043755,13.578066,13.861265,
7921,W,4/21/2017 03:48:04,2120.734422,610.839746,191.121766,211.143709,133.410400,,12.431472,8.864793,52.608727,83.866486,151.145508,210.991180,218.005905,682.305603,552.148926,72.930435,87.866859,39.190346,118.470665,182.796341,119.758858,85.527611,33.318806,27.903484,3.873636,23.373209,59.449120,52.659042,10.535693,24.403858,20.700844,12.051459,11.647885,6.624153,7.845053,19.885988,22.302896,21.784113,12.541472,4.736944,2.980500,16.453844,30.261826,19.927425,4.297198,9.126805,8.676146,
7922,W,4/21/2017 03:48:08,1699.143117,699.103973,89.849888,118.420606,81.643186,,4.177618,12.002780,18.798563,8.033724,50.341850,19.873533,125.555359,203.931839,342.194092,640.095520,278.315857,145.301788,122.386642,136.225342,129.010437,64.718796,47.941559,42.643425,10.875984,5.595103,18.220316,25.958368,22.898024,13.829288,3.348789,3.712716,21.793552,18.392265,7.539715,4.582481,7.344052,2.025035,4.130452,7.670627,7.126362,6.044906,0.986944,1.650127,14.801557,7.631891,2.987924,
7923,W,4/21/2017 03:48:12,1675.976591,971.674927,140.587989,232.261166,115.429441,,0.765292,6.048000,21.402285,56.559074,152.037628,98.168915,70.605408,363.364075,480.853210,340.918091,86.019905,58.607380,295.584869,207.942871,76.646530,162.880112,86.468369,38.887817,44.656979,36.508911,6.458883,7.016092,25.446995,23.962559,41.194550,47.385841,32.588097,17.534616,10.882172,12.942276,9.191628,21.071909,21.958624,6.860906,3.164996,7.259822,8.317569,9.097503,5.208018,10.560331,8.236858,
7924,W,4/21/2017 03:48:16,1779.661924,776.897231,145.790826,244.117253,109.414134,,8.926148,20.758890,35.863312,32.911762,75.334312,97.759048,66.718452,197.120270,721.423584,400.901672,130.870621,222.607681,283.187775,62.843353,12.571401,17.210314,84.312050,78.217102,15.947556,26.792513,8.908745,56.019867,44.745495,5.252878,4.071328,14.257542,20.630878,8.437268,6.705842,20.951740,19.423069,8.625634,8.797597,25.654842,27.131517,27.900166,18.305832,12.928946,9.179070,8.177053,7.010255,
7925,W,4/21/2017 03:48:20,1231.688101,528.373948,209.179983,158.153159,134.479569,,4.931543,22.667053,23.485323,21.516361,98.307281,139.986694,193.245499,180.515030,198.663467,250.321167,102.980225,8.724854,21.125528,191.478241,112.983101,39.165916,5.100844,59.358421,90.437042,82.530884,49.523449,20.545536,22.678381,19.202477,14.699257,11.475394,2.380325,0.765773,12.304474,20.893585,14.031418,6.648813,6.689017,4.815785,13.168085,12.216302,8.690900,15.102879,14.308138,6.331830,8.330441,
7926,W,4/21/2017 03:48:24,1276.339920,451.975573,287.215328,279.876101,79.088874,,24.310364,32.312130,25.332909,57.712955,13.322220,47.644341,142.206848,597.387939,114.622787,190.928192,54.869598,27.804146,57.447460,39.831566,86.850914,73.490700,8.974234,86.041275,71.535278,52.767796,109.751831,47.508400,10.329277,27.352669,39.505356,30.559084,34.146057,34.528133,26.562925,26.128767,18.303070,21.818142,33.834488,8.045657,8.209438,14.265581,5.361209,5.791166,3.149457,0.632014,8.540912,
7927,W,4/21/2017 03:48:28,1639.538208,528.292309,307.745771,121.478896,149.849692,,3.607598,31.549385,57.269321,57.143402,39.558586,22.035770,155.434494,736.650269,488.831970,20.498119,30.566891,10.715555,17.146311,138.691696,180.059891,63.909966,62.792393,36.139790,18.836708,66.021988,40.369251,83.289986,46.913193,42.789742,28.361612,12.900155,15.221952,13.101353,7.892160,10.832468,12.093230,9.813338,7.609018,1.824298,4.235247,4.887493,4.309342,4.420598,4.427470,3.116039,4.794734,
7928,W,4/21/2017 03:48:32,2355.530045,1071.734148,188.863737,196.792658,159.389765,,37.957954,124.198624,116.327209,265.898468,250.639526,227.004944,256.228424,542.929688,227.999268,170.045868,174.258026,283.609314,292.414551,111.280235,18.557985,94.289284,81.413460,109.309891,80.859428,21.773848,17.316389,34.181911,20.856455,38.730122,56.005013,21.438532,8.907388,17.359997,10.751954,6.015586,30.823071,51.164406,9.775101,5.089467,8.930675,4.873269,2.262048,4.417074,6.805079,1.556717,6.622297,
7929,W,4/21/2017 03:48:36,1759.263336,717.590813,90.739777,125.767771,128.195098,,27.897465,164.354660,308.941528,142.660675,129.592712,58.768005,76.878433,125.292374,245.185669,261.170990,246.418289,197.021194,90.600349,144.215912,83.440201,64.114418,22.414749,53.186638,62.597351,37.462334,17.014484,10.291067,4.825058,9.093186,12.053647,21.673342,19.439365,9.778144,5.114098,0.418425,8.332122,6.933645,0.552032,2.200877,6.479852,7.027498,4.731876,3.252562,9.535236,16.041370,4.257327,
7930,W,4/21/2017 03:48:40,1803.325180,1113.693125,95.998616,176.490407,115.844847,,7.122182,46.020088,221.115051,195.562714,240.516769,281.295197,245.975800,107.068726,155.264694,198.900284,111.605858,234.584900,319.978363,354.369659,86.977074,16.653694,15.966940,40.856415,44.306080,49.590691,29.373116,0.571307,2.195750,9.124334,5.143419,17.390511,13.362570,14.360633,11.048082,13.073994,9.423293,12.274372,17.052446,19.158110,16.121704,8.065681,6.450492,2.967981,1.729064,8.554211,5.457263,
7931,W,4/21/2017 03:48:44,1801.090689,515.046282,163.136436,150.259608,161.731225,,5.403641,14.966478,36.069012,54.631386,165.083023,114.999817,113.043152,383.705750,583.038086,222.303329,113.250656,113.103394,21.656260,80.281082,88.507568,49.361610,58.455460,61.320793,42.360115,54.823524,13.324603,6.072392,19.045216,44.104366,25.766335,8.145228,5.454707,11.690468,16.319820,17.902193,6.521044,2.703409,19.596067,19.478775,3.159751,2.261610,10.156649,13.180617,5.487228,4.466306,3.735736,
7932,W,4/21/2017 03:48:48,1569.771193,642.239265,123.518337,120.728718,126.207844,,25.125565,183.463409,204.841095,51.742130,8.444651,32.377998,77.930458,242.342957,150.857498,274.459808,343.311188,151.232315,149.421738,42.022800,95.043381,38.403862,55.186085,59.550655,51.378429,37.249390,23.941532,31.157612,11.155750,15.837244,4.176809,7.076689,10.084824,15.972984,14.338125,4.527551,13.647778,8.778932,10.390427,4.580413,7.363336,8.558678,0.864137,0.314573,2.279264,4.387732,7.563276,
7933,W,4/21/2017 03:48:52,1754.382832,633.417763,112.564515,147.330044,129.520560,,21.547018,260.812317,302.412231,115.018478,138.753113,59.034851,40.011765,35.153339,277.301239,300.239807,225.645691,307.656830,85.134277,76.904091,26.927765,16.167667,35.713032,41.662083,43.252018,23.472651,6.208448,18.938253,37.997059,22.393496,3.554609,5.675790,5.809402,3.088215,6.813141,15.631335,17.657059,9.667777,13.340982,21.732916,15.788335,2.195042,11.111603,4.734048,2.042803,4.417298,7.624298,
7934,W,4/21/2017 03:48:56,2113.801517,1060.076998,101.196047,261.202477,178.218714,,30.548241,178.675507,289.280670,224.315552,193.326935,117.220352,19.323078,145.493256,334.594696,482.528137,129.043335,435.780273,356.440491,35.562126,66.682037,62.205376,41.788067,40.283016,21.335611,2.273454,5.480435,33.795074,38.553795,12.260745,8.832543,26.933985,21.057800,42.754845,42.894829,10.891717,6.971841,7.119414,10.301085,16.963268,12.482158,19.620289,12.196218,1.154799,4.740205,11.164829,13.955196,
7935,W,4/21/2017 03:49:00,1485.945538,499.066917,80.005283,218.680831,121.141210,,2.404787,73.935043,195.154968,148.460510,62.600086,96.257034,104.160393,196.920151,105.156540,202.106110,301.194702,147.846390,89.294128,36.378883,26.152046,36.247673,48.492409,77.540466,37.114922,22.095627,26.648769,15.431776,4.998559,4.805871,6.024680,22.030001,24.250988,28.085136,17.214531,7.772197,5.461247,23.914444,17.073723,6.866270,3.738941,6.755612,6.634506,2.201934,7.148791,19.037495,20.495016,
7936,W,4/21/2017 03:49:04,2082.950169,365.108215,60.972188,165.840432,103.463108,,15.005045,10.167206,117.573532,185.090607,339.813110,454.027191,222.888168,302.363037,52.199680,211.503326,187.324310,73.021469,43.191868,101.730202,64.464165,24.598373,20.165016,26.571695,11.365427,2.608759,4.794371,6.302940,24.881016,13.032005,9.353096,19.026388,17.108164,8.921583,10.430589,12.945982,32.612732,23.646954,7.176669,2.979004,4.388173,5.461921,4.816538,1.883593,4.243575,4.290317,5.908251,
7937,W,4/21/2017 03:49:08,1861.493813,617.859417,147.581929,238.804191,111.478864,,29.701202,93.221733,187.759644,193.382751,189.432968,259.635834,207.810120,147.968933,84.122009,239.020905,259.138916,164.625229,138.860107,47.062489,73.787491,39.761776,59.177414,50.999744,43.585167,63.491142,12.075592,11.522146,30.237597,16.525042,13.730411,25.495716,28.600071,27.069817,34.384377,37.781139,12.792641,7.074433,8.666707,13.967001,6.815504,6.370636,7.631425,4.197528,6.509473,8.214472,3.233253,
7938,W,4/21/2017 03:49:12,1087.989864,492.648308,169.692640,125.555654,109.004640,,29.939308,93.295105,98.354202,56.902683,42.528774,53.714947,164.094223,97.769073,148.004745,217.228333,116.097778,133.479355,37.707066,37.487320,128.282745,92.548599,36.624371,8.164907,18.353945,31.809994,29.854134,32.067043,25.161566,24.905884,25.894020,7.507022,11.463490,3.271101,10.154318,11.443249,18.523617,6.393885,7.265722,9.906730,8.468323,6.946268,3.403238,4.644218,5.593802,6.172826,4.397845,
7939,W,4/21/2017 03:49:16,424.969885,588.839376,220.001928,230.955811,109.119636,,2.349203,37.310444,108.744102,50.819847,15.731424,33.984722,40.476067,28.987572,47.741543,48.811794,12.362370,26.694199,35.867409,75.225868,189.064163,104.721840,83.797691,51.630203,21.838003,31.946678,32.475723,59.793125,52.782436,26.559370,16.444595,15.305911,22.059849,13.049686,15.332652,7.744692,3.155047,8.208304,9.434611,17.799715,34.427570,29.893330,5.217175,8.723642,12.525108,22.028542,6.049975,
7940,W,4/21/2017 03:49:20,975.347200,626.092339,140.137303,318.832748,194.979570,,125.822655,132.608612,28.146700,47.826046,159.543747,217.181061,120.268677,40.497658,60.884773,52.062290,116.327637,79.625824,99.883492,85.285553,76.665527,54.075531,72.715057,108.450409,49.390945,26.905117,49.228077,10.064431,20.069544,8.744257,25.125877,32.822262,47.566124,16.563997,14.393735,38.223999,24.543636,9.834455,17.556301,15.204292,8.535000,2.367418,25.265739,47.652260,9.937025,2.450387,5.916116,
7941,W,4/21/2017 03:49:24,648.676115,326.284580,303.686045,366.966496,218.326647,,5.037727,30.710114,80.398338,139.935028,31.166981,99.050079,109.368332,67.131165,6.238539,39.251415,45.426125,36.034473,30.929722,53.747276,20.529030,47.210571,48.418568,54.672642,34.742298,24.425327,89.115021,79.339050,58.008057,40.822861,11.975729,34.978657,24.492970,24.986572,28.225744,20.494316,22.317057,5.130927,6.982167,5.963322,19.763651,10.296435,27.427406,43.508373,30.458641,33.203125,28.737133,
7942,W,4/21/2017 03:49:28,947.043126,453.703529,144.217478,107.352129,129.074190,,30.154301,53.459061,11.984101,220.952240,237.631134,79.140625,108.640762,67.031906,68.413681,51.998646,47.790970,40.844772,36.683540,20.833881,34.608112,93.751503,50.055725,83.395172,93.530823,68.296509,19.681843,12.808052,29.403858,10.704226,3.322990,4.077384,9.265839,14.371287,7.555819,3.497632,2.413808,3.499364,11.160592,4.865851,4.326304,2.394542,9.923662,2.906318,4.047695,13.190744,9.855288,
7943,W,4/21/2017 03:49:32,1583.336670,688.663048,120.329000,130.496927,139.358012,,3.239209,17.144131,44.000782,77.466217,81.495720,116.749626,250.726044,299.049194,223.045258,262.343536,211.316162,88.179283,68.812561,84.664650,77.011024,161.434143,119.549904,67.002701,22.008781,19.446280,38.942616,15.802516,2.773151,15.853234,27.511204,23.725605,21.337185,8.219646,6.808485,4.091442,1.406551,2.731098,13.361941,5.936740,13.279373,4.960094,4.647178,12.246201,4.641107,1.674458,1.429822,
7944,W,4/21/2017 03:49:36,787.142677,1016.232178,332.536190,220.907172,300.405389,,44.364338,111.751053,76.127579,110.147331,135.140121,87.553375,39.135086,22.548256,39.465111,89.598167,75.676598,51.101685,40.560402,78.468002,114.088799,166.211349,215.098679,81.638260,269.065002,234.893402,22.474771,19.788391,27.662712,20.542717,7.174196,11.338917,32.547195,14.877055,13.220848,19.424183,10.179386,6.638445,6.135206,9.659246,8.855408,2.805107,12.942142,8.480247,13.576079,30.706356,19.521351,
7945,W,4/21/2017 03:49:40,996.776234,339.864032,223.406677,185.950975,137.367814,,16.638708,50.362381,36.369598,25.599644,44.026253,191.031769,318.830017,178.270859,52.727505,39.962452,59.595757,9.143412,31.335823,7.652673,13.285343,77.181900,126.942413,51.244904,23.077564,13.771751,23.715183,66.832649,59.346596,44.732193,15.008305,8.143707,24.597271,6.685183,4.193507,14.681421,20.229860,19.400423,10.632146,4.139253,3.664530,13.190685,14.127939,13.528185,10.507811,12.256776,5.972279,
7946,W,4/21/2017 03:49:44,766.833462,762.757202,169.410491,155.126223,145.955197,,0.512270,34.405399,42.813065,94.338982,88.628471,72.770836,56.963760,89.862289,51.799263,99.963768,135.287628,133.921906,57.027073,120.448936,190.612518,88.871307,64.889107,59.755253,47.231102,38.894821,38.996269,41.408409,12.085423,14.642657,23.382912,30.569498,16.426493,11.972522,13.617584,16.725103,17.358437,12.592978,6.482910,5.369972,3.911618,2.677787,0.963234,3.488365,1.580582,5.325309,6.063831,
7947,W,4/21/2017 03:49:48,894.964840,600.055698,352.466762,205.392951,159.046226,,24.791374,22.358208,27.416759,70.722466,58.242794,140.407120,131.653763,112.458282,250.800293,65.580170,15.324986,49.641418,106.892700,94.709694,48.375130,40.185474,19.719704,80.406929,160.124649,75.414452,34.850323,88.874146,103.271194,40.019238,10.037410,3.631032,2.587091,5.740558,9.621503,21.171738,21.236691,8.726634,3.127602,5.769540,18.061241,21.506474,11.618826,4.661153,13.240033,24.803963,29.888874,
7948,W,4/21/2017 03:49:52,1194.009130,450.652861,251.308901,200.659135,127.503300,,0.262783,69.033646,172.820313,89.818756,81.097054,287.788544,263.512024,66.780426,9.069600,54.396034,99.692734,13.284437,32.111736,2.302128,32.707924,97.906837,112.711227,53.857376,105.771194,88.986565,20.186707,38.074097,56.829544,36.190388,11.041601,13.374419,17.786535,4.473862,10.787965,13.475923,17.054682,31.074894,19.919832,8.819463,10.658092,17.928511,11.157159,5.584479,7.337558,4.959116,6.266647,
7949,W,4/21/2017 03:49:56,1081.419285,562.402286,220.399060,271.638341,189.869303,,8.259753,25.279343,117.792130,255.694901,235.670029,104.391685,42.204147,43.788979,78.851997,53.971340,123.774734,160.844101,93.654503,66.632225,111.748093,24.893267,68.044861,10.555190,26.030046,42.779915,76.243752,37.484673,32.995049,17.147999,13.747674,5.702322,2.826237,11.054771,35.998871,44.319592,13.227844,11.345835,32.897545,41.354488,23.511208,11.476245,5.660460,6.019430,9.364918,1.614291,15.264284,
